o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
44878,63544,F,47552.2,1996-11-10,4-NOT SPECIFIED,Clerk#000000480,0,Lorem ipsum
44879,117118,F,1958.64,1995-12-27,4-NOT SPECIFIED,Clerk#000000639,0,Quick fox
44880,78295,O,753.39,1997-04-29,3-MEDIUM,Clerk#000000311,0,Standard order
44881,42192,O,45880.95,1996-03-26,2-HIGH,Clerk#000000826,0,Lorem ipsum
44882,56958,O,24087.27,1996-04-19,4-NOT SPECIFIED,Clerk#000000894,0,Standard order
44883,129659,O,20098.63,1992-06-15,2-HIGH,Clerk#000000505,0,Quick fox
44884,80615,P,31951.58,1998-07-11,1-URGENT,Clerk#000000020,0,Deliver ASAP
44885,32803,O,28713.44,1996-12-03,4-NOT SPECIFIED,Clerk#000000660,0,Lazy dog
44886,81941,P,39250.47,1998-02-06,3-MEDIUM,Clerk#000000715,0,Check address
44887,117001,F,5662.35,1993-08-09,2-HIGH,Clerk#000000024,0,Check address
44888,115145,F,38383.77,1993-10-17,3-MEDIUM,Clerk#000000206,0,Lorem ipsum
44889,40669,F,32605.38,1998-07-22,3-MEDIUM,Clerk#000000454,0,Lazy dog
44890,27574,P,35540.49,1995-07-29,3-MEDIUM,Clerk#000000954,0,Quick fox
44891,65259,O,49225.06,1992-05-03,2-HIGH,Clerk#000000846,0,Lazy dog
44892,122609,F,39139.0,1998-06-07,2-HIGH,Clerk#000000620,0,Lorem ipsum
44893,130688,P,13976.92,1993-10-06,3-MEDIUM,Clerk#000000526,0,Lazy dog
44894,105432,P,4401.06,1994-01-21,3-MEDIUM,Clerk#000000786,0,Lorem ipsum
44895,9783,O,27994.68,1994-08-22,2-HIGH,Clerk#000000621,0,Check address
44896,119530,O,32504.98,1998-09-12,1-URGENT,Clerk#000000186,0,Check address
44897,95616,P,32704.03,1996-10-04,4-NOT SPECIFIED,Clerk#000000367,0,Check address
44898,105954,F,45044.84,1992-08-20,2-HIGH,Clerk#000000317,0,Deliver ASAP
44899,87088,F,27843.77,1997-10-28,4-NOT SPECIFIED,Clerk#000000842,0,Lazy dog
44900,4775,P,21559.64,1996-05-16,1-URGENT,Clerk#000000141,0,Deliver ASAP
44901,143253,F,27402.76,1997-10-17,3-MEDIUM,Clerk#000000510,0,Lorem ipsum
44902,128783,P,5770.23,1992-11-21,1-URGENT,Clerk#000000690,0,Lorem ipsum
44903,81965,O,26388.84,1994-01-11,4-NOT SPECIFIED,Clerk#000000609,0,Lorem ipsum
44904,102675,O,41169.47,1995-03-07,1-URGENT,Clerk#000000276,0,Deliver ASAP
44905,20149,F,43419.64,1997-01-08,3-MEDIUM,Clerk#000000657,0,Lorem ipsum
44906,44343,P,40825.94,1998-12-24,2-HIGH,Clerk#000000394,0,Check address
44907,53480,P,47951.86,1992-07-12,3-MEDIUM,Clerk#000000891,0,Standard order
44908,14067,F,36005.8,1996-05-14,1-URGENT,Clerk#000000470,0,Deliver ASAP
44909,121470,O,41154.87,1994-06-18,2-HIGH,Clerk#000000047,0,Check address
44910,81085,P,367.7,1992-04-19,2-HIGH,Clerk#000000778,0,Quick fox
44911,8780,P,38809.4,1997-07-25,2-HIGH,Clerk#000000976,0,Check address
44912,41563,F,5166.77,1994-01-12,4-NOT SPECIFIED,Clerk#000000288,0,Lorem ipsum
44913,64628,O,30809.7,1998-12-02,1-URGENT,Clerk#000000825,0,Deliver ASAP
44914,64982,O,24275.98,1993-12-26,1-URGENT,Clerk#000000115,0,Lazy dog
44915,48295,P,27037.33,1993-01-24,4-NOT SPECIFIED,Clerk#000000949,0,Lorem ipsum
44916,83177,O,19490.82,1992-09-01,2-HIGH,Clerk#000000117,0,Lorem ipsum
44917,10354,F,31200.69,1998-02-16,3-MEDIUM,Clerk#000000297,0,Check address
44918,112124,F,12795.73,1998-12-24,3-MEDIUM,Clerk#000000676,0,Standard order
44919,96407,O,278.07,1993-12-05,4-NOT SPECIFIED,Clerk#000000011,0,Standard order
44920,143944,F,44795.29,1993-10-21,3-MEDIUM,Clerk#000000484,0,Lorem ipsum
44921,43378,O,42594.53,1997-05-03,3-MEDIUM,Clerk#000000961,0,Quick fox
44922,125903,O,48545.66,1998-07-19,4-NOT SPECIFIED,Clerk#000000815,0,Lorem ipsum
44923,21671,P,18900.51,1995-04-09,3-MEDIUM,Clerk#000000412,0,Deliver ASAP
44924,141384,P,33989.03,1996-06-04,2-HIGH,Clerk#000000058,0,Standard order
44925,4956,F,8092.03,1992-11-16,2-HIGH,Clerk#000000725,0,Quick fox
44926,43361,P,35871.56,1996-10-17,4-NOT SPECIFIED,Clerk#000000973,0,Deliver ASAP
44927,144395,P,6917.57,1997-07-29,3-MEDIUM,Clerk#000000207,0,Deliver ASAP
44928,123690,P,16928.94,1997-10-10,4-NOT SPECIFIED,Clerk#000000257,0,Lazy dog
44929,153,O,13312.78,1994-08-18,4-NOT SPECIFIED,Clerk#000000119,0,Lazy dog
44930,144546,P,1021.05,1995-06-09,2-HIGH,Clerk#000000216,0,Standard order
44931,71446,P,11883.23,1992-10-01,1-URGENT,Clerk#000000658,0,Deliver ASAP
44932,27010,F,22460.56,1993-02-02,3-MEDIUM,Clerk#000000867,0,Quick fox
44933,117427,O,3299.65,1992-09-06,3-MEDIUM,Clerk#000000859,0,Standard order
44934,81040,O,22076.99,1997-01-24,3-MEDIUM,Clerk#000000849,0,Quick fox
44935,145614,F,43896.88,1998-08-03,2-HIGH,Clerk#000000011,0,Quick fox
44936,115414,P,16997.54,1998-01-02,4-NOT SPECIFIED,Clerk#000000179,0,Quick fox
44937,120389,F,600.6,1992-11-28,3-MEDIUM,Clerk#000000148,0,Lazy dog
44938,77271,F,28217.89,1997-07-15,1-URGENT,Clerk#000000981,0,Deliver ASAP
44939,51518,P,9363.51,1998-09-20,1-URGENT,Clerk#000000751,0,Standard order
44940,131091,P,45907.83,1995-06-10,4-NOT SPECIFIED,Clerk#000000618,0,Quick fox
44941,51114,F,14066.42,1993-08-18,3-MEDIUM,Clerk#000000535,0,Check address
44942,116540,F,24894.11,1993-04-11,4-NOT SPECIFIED,Clerk#000000368,0,Standard order
44943,39881,O,46047.49,1998-08-17,3-MEDIUM,Clerk#000000487,0,Lorem ipsum
44944,16485,P,27227.2,1995-01-26,4-NOT SPECIFIED,Clerk#000000893,0,Deliver ASAP
44945,39607,F,5201.8,1995-10-06,1-URGENT,Clerk#000000842,0,Lorem ipsum
44946,62619,F,25040.93,1997-04-11,4-NOT SPECIFIED,Clerk#000000499,0,Standard order
44947,126805,F,41317.47,1998-02-03,1-URGENT,Clerk#000000748,0,Quick fox
44948,14465,O,44037.11,1998-06-01,3-MEDIUM,Clerk#000000641,0,Lorem ipsum
44949,72672,P,10180.69,1995-03-13,4-NOT SPECIFIED,Clerk#000000931,0,Standard order
44950,71566,O,16391.86,1992-08-12,1-URGENT,Clerk#000000009,0,Deliver ASAP
44951,133582,P,48724.74,1998-10-15,4-NOT SPECIFIED,Clerk#000000549,0,Lazy dog
44952,133028,O,1779.01,1992-11-23,2-HIGH,Clerk#000000995,0,Lazy dog
44953,7079,F,32613.8,1995-05-31,4-NOT SPECIFIED,Clerk#000000052,0,Lazy dog
44954,105848,F,31025.06,1998-05-31,2-HIGH,Clerk#000000737,0,Deliver ASAP
44955,127308,P,42000.04,1994-01-12,3-MEDIUM,Clerk#000000173,0,Quick fox
44956,53933,F,46478.0,1994-12-03,1-URGENT,Clerk#000000833,0,Lazy dog
44957,82831,P,2379.97,1997-04-01,4-NOT SPECIFIED,Clerk#000000885,0,Deliver ASAP
44958,71700,F,19587.92,1993-09-17,3-MEDIUM,Clerk#000000081,0,Standard order
44959,45602,F,43593.88,1994-02-04,4-NOT SPECIFIED,Clerk#000000494,0,Standard order
44960,72252,O,10025.5,1994-04-22,3-MEDIUM,Clerk#000000012,0,Check address
44961,88063,P,34476.18,1992-03-24,2-HIGH,Clerk#000000744,0,Check address
44962,39374,O,5659.43,1995-09-29,2-HIGH,Clerk#000000104,0,Lazy dog
44963,125837,P,33812.83,1998-10-20,3-MEDIUM,Clerk#000000306,0,Quick fox
44964,97998,F,20903.95,1997-09-12,1-URGENT,Clerk#000000810,0,Lorem ipsum
44965,115293,O,5668.13,1992-05-20,3-MEDIUM,Clerk#000000897,0,Quick fox
44966,55002,O,4565.13,1996-11-13,4-NOT SPECIFIED,Clerk#000000319,0,Lazy dog
44967,149827,F,8760.42,1995-09-20,3-MEDIUM,Clerk#000000810,0,Lazy dog
44968,42971,P,21201.01,1993-01-17,4-NOT SPECIFIED,Clerk#000000970,0,Lorem ipsum
44969,129197,P,37812.08,1998-02-28,3-MEDIUM,Clerk#000000377,0,Quick fox
44970,47056,P,20649.42,1997-10-17,1-URGENT,Clerk#000000984,0,Lorem ipsum
44971,144294,P,37095.95,1998-05-13,4-NOT SPECIFIED,Clerk#000000178,0,Deliver ASAP
44972,82123,O,39558.3,1995-04-28,3-MEDIUM,Clerk#000000951,0,Lazy dog
44973,81629,P,6746.88,1996-08-19,2-HIGH,Clerk#000000470,0,Quick fox
44974,144943,O,12142.02,1997-11-22,4-NOT SPECIFIED,Clerk#000000703,0,Standard order
44975,98547,P,5090.42,1997-02-21,1-URGENT,Clerk#000000229,0,Check address
44976,124410,F,38503.47,1998-01-27,3-MEDIUM,Clerk#000000158,0,Quick fox
44977,3741,O,24314.38,1993-10-21,2-HIGH,Clerk#000000367,0,Deliver ASAP
44978,19106,O,5638.68,1995-03-31,4-NOT SPECIFIED,Clerk#000000126,0,Check address
44979,120715,P,41967.18,1994-07-21,3-MEDIUM,Clerk#000000209,0,Lorem ipsum
44980,90359,O,23123.66,1998-06-16,4-NOT SPECIFIED,Clerk#000000909,0,Lorem ipsum
44981,28520,O,19557.37,1998-07-25,4-NOT SPECIFIED,Clerk#000000905,0,Check address
44982,50713,O,4227.7,1993-07-27,4-NOT SPECIFIED,Clerk#000000526,0,Deliver ASAP
44983,58329,O,26401.87,1996-03-13,1-URGENT,Clerk#000000001,0,Check address
44984,139760,P,30912.71,1994-06-29,3-MEDIUM,Clerk#000000274,0,Check address
44985,129994,F,24947.1,1993-11-19,3-MEDIUM,Clerk#000000228,0,Lazy dog
44986,95617,F,24362.13,1998-04-24,2-HIGH,Clerk#000000763,0,Lazy dog
44987,64950,P,22212.73,1997-02-05,4-NOT SPECIFIED,Clerk#000000424,0,Lazy dog
44988,23893,O,12178.66,1998-08-23,3-MEDIUM,Clerk#000000826,0,Quick fox
44989,1083,O,33964.88,1997-07-27,3-MEDIUM,Clerk#000000576,0,Standard order
44990,51906,P,41112.64,1998-12-15,1-URGENT,Clerk#000000113,0,Lazy dog
44991,95107,P,25151.18,1994-07-24,3-MEDIUM,Clerk#000000393,0,Standard order
44992,139808,P,14064.91,1993-05-23,4-NOT SPECIFIED,Clerk#000000298,0,Lorem ipsum
44993,11256,O,9693.6,1997-08-30,4-NOT SPECIFIED,Clerk#000000225,0,Quick fox
44994,105138,P,45410.81,1998-10-20,3-MEDIUM,Clerk#000000272,0,Standard order
44995,141167,F,11089.34,1996-08-01,3-MEDIUM,Clerk#000000726,0,Quick fox
44996,60516,P,26110.42,1996-03-24,3-MEDIUM,Clerk#000000129,0,Lazy dog
44997,87011,P,43594.19,1998-10-02,2-HIGH,Clerk#000000008,0,Lazy dog
44998,34919,P,29942.0,1996-04-10,1-URGENT,Clerk#000000907,0,Lazy dog
44999,6104,O,30695.51,1998-11-06,4-NOT SPECIFIED,Clerk#000000324,0,Standard order
45000,82804,O,18905.18,1994-09-04,4-NOT SPECIFIED,Clerk#000000623,0,Deliver ASAP
45001,54391,O,40912.71,1998-05-22,3-MEDIUM,Clerk#000000737,0,Standard order
45002,49159,F,44046.72,1997-05-15,3-MEDIUM,Clerk#000000473,0,Lazy dog
45003,58890,P,34749.45,1992-07-04,4-NOT SPECIFIED,Clerk#000000925,0,Lazy dog
45004,62268,P,37976.53,1993-09-03,1-URGENT,Clerk#000000118,0,Lorem ipsum
45005,130607,F,17815.89,1993-05-09,1-URGENT,Clerk#000000540,0,Deliver ASAP
45006,135264,F,6418.9,1993-03-29,3-MEDIUM,Clerk#000000868,0,Quick fox
45007,136696,P,41764.45,1992-07-19,4-NOT SPECIFIED,Clerk#000000338,0,Check address
45008,2294,F,36883.21,1996-05-03,1-URGENT,Clerk#000000957,0,Lazy dog
45009,92704,O,8816.06,1998-10-30,2-HIGH,Clerk#000000259,0,Standard order
45010,102730,O,26460.97,1994-03-06,4-NOT SPECIFIED,Clerk#000000239,0,Lorem ipsum
45011,35993,P,38418.96,1992-04-11,2-HIGH,Clerk#000000276,0,Deliver ASAP
45012,83161,P,16322.43,1993-04-26,2-HIGH,Clerk#000000095,0,Quick fox
45013,15849,O,18270.98,1994-08-04,1-URGENT,Clerk#000000732,0,Lorem ipsum
45014,61174,P,20625.28,1995-01-02,2-HIGH,Clerk#000000405,0,Lorem ipsum
45015,112912,F,35575.62,1997-01-23,2-HIGH,Clerk#000000707,0,Deliver ASAP
45016,146832,P,41318.64,1995-06-23,4-NOT SPECIFIED,Clerk#000000699,0,Check address
45017,138590,F,2644.31,1992-12-25,1-URGENT,Clerk#000000756,0,Deliver ASAP
45018,30981,O,14179.25,1993-02-05,2-HIGH,Clerk#000000928,0,Check address
45019,8456,F,49363.09,1997-01-05,4-NOT SPECIFIED,Clerk#000000070,0,Quick fox
45020,6945,O,38105.85,1993-10-23,4-NOT SPECIFIED,Clerk#000000550,0,Lorem ipsum
45021,64628,F,5652.72,1992-09-19,1-URGENT,Clerk#000000463,0,Lorem ipsum
45022,64724,F,21566.61,1997-08-05,2-HIGH,Clerk#000000422,0,Standard order
45023,859,P,42002.71,1995-05-10,4-NOT SPECIFIED,Clerk#000000214,0,Check address
45024,37012,F,26731.57,1998-12-19,4-NOT SPECIFIED,Clerk#000000260,0,Check address
45025,96055,O,6859.67,1998-05-14,4-NOT SPECIFIED,Clerk#000000360,0,Lazy dog
45026,15438,P,22332.33,1996-09-09,4-NOT SPECIFIED,Clerk#000000302,0,Check address
45027,25551,O,37551.58,1993-10-20,1-URGENT,Clerk#000000465,0,Check address
45028,28930,F,31444.98,1993-06-26,2-HIGH,Clerk#000000675,0,Check address
45029,132092,P,25054.31,1992-04-25,4-NOT SPECIFIED,Clerk#000000016,0,Check address
45030,24285,P,41333.84,1994-04-24,1-URGENT,Clerk#000000011,0,Check address
45031,77351,O,25073.23,1998-07-10,4-NOT SPECIFIED,Clerk#000000993,0,Lorem ipsum
45032,110840,P,38882.97,1992-03-21,1-URGENT,Clerk#000000423,0,Quick fox
45033,114681,P,18992.5,1997-07-20,2-HIGH,Clerk#000000580,0,Standard order
45034,75641,F,39867.65,1992-03-03,2-HIGH,Clerk#000000529,0,Quick fox
45035,70910,P,1361.45,1992-02-02,2-HIGH,Clerk#000000302,0,Standard order
45036,32372,O,10550.72,1997-03-23,4-NOT SPECIFIED,Clerk#000000454,0,Standard order
45037,13235,P,44876.02,1993-10-17,3-MEDIUM,Clerk#000000417,0,Check address
45038,63173,F,21261.76,1995-08-31,2-HIGH,Clerk#000000448,0,Lazy dog
45039,137430,P,27203.29,1994-06-18,1-URGENT,Clerk#000000336,0,Quick fox
45040,21596,O,2856.55,1993-11-29,3-MEDIUM,Clerk#000000030,0,Standard order
45041,45600,F,4805.63,1995-10-23,2-HIGH,Clerk#000000352,0,Lorem ipsum
45042,138845,P,16976.73,1992-07-24,4-NOT SPECIFIED,Clerk#000000809,0,Lorem ipsum
45043,53891,F,19491.05,1992-05-10,3-MEDIUM,Clerk#000000371,0,Lorem ipsum
45044,102206,O,15731.55,1992-08-22,3-MEDIUM,Clerk#000000534,0,Standard order
45045,28685,F,4616.84,1992-01-18,3-MEDIUM,Clerk#000000459,0,Standard order
45046,59925,F,49400.09,1993-10-09,3-MEDIUM,Clerk#000000363,0,Check address
45047,11709,F,42930.55,1998-06-25,1-URGENT,Clerk#000000523,0,Lazy dog
45048,7671,F,36662.02,1998-12-17,3-MEDIUM,Clerk#000000535,0,Quick fox
45049,70471,O,16087.47,1998-11-21,1-URGENT,Clerk#000000339,0,Check address
45050,2667,F,47535.97,1997-10-02,1-URGENT,Clerk#000000120,0,Check address
45051,67990,O,40612.01,1998-10-16,3-MEDIUM,Clerk#000000257,0,Quick fox
45052,128640,F,4052.44,1994-11-30,3-MEDIUM,Clerk#000000607,0,Standard order
45053,116256,P,12662.59,1994-01-20,1-URGENT,Clerk#000000646,0,Lorem ipsum
45054,2474,P,5200.08,1998-06-19,3-MEDIUM,Clerk#000000591,0,Standard order
45055,41215,P,31307.56,1997-02-26,4-NOT SPECIFIED,Clerk#000000980,0,Check address
45056,105347,O,22202.29,1994-10-20,2-HIGH,Clerk#000000277,0,Lazy dog
45057,94374,F,35640.29,1995-09-20,4-NOT SPECIFIED,Clerk#000000252,0,Standard order
45058,16807,O,19935.42,1994-05-30,1-URGENT,Clerk#000000096,0,Lorem ipsum
45059,46293,O,808.82,1995-09-11,4-NOT SPECIFIED,Clerk#000000054,0,Standard order
45060,29229,F,9497.12,1995-08-31,3-MEDIUM,Clerk#000000651,0,Quick fox
45061,47987,P,12048.28,1997-03-21,3-MEDIUM,Clerk#000000537,0,Check address
45062,96781,P,34774.58,1993-03-28,1-URGENT,Clerk#000000464,0,Lazy dog
45063,131627,P,3834.94,1992-04-23,1-URGENT,Clerk#000000675,0,Lorem ipsum
45064,49159,P,13394.83,1994-08-05,1-URGENT,Clerk#000000561,0,Deliver ASAP
45065,83686,F,6586.04,1994-04-18,4-NOT SPECIFIED,Clerk#000000714,0,Check address
45066,126124,F,2905.76,1993-02-05,1-URGENT,Clerk#000000159,0,Standard order
45067,27750,P,5525.28,1992-09-17,3-MEDIUM,Clerk#000000031,0,Check address
45068,112196,O,39724.29,1994-03-16,3-MEDIUM,Clerk#000000944,0,Standard order
45069,50810,F,46514.76,1996-01-23,3-MEDIUM,Clerk#000000542,0,Lazy dog
45070,64077,O,45618.34,1992-11-18,4-NOT SPECIFIED,Clerk#000000275,0,Check address
45071,138536,F,45663.26,1995-02-15,3-MEDIUM,Clerk#000000578,0,Check address
45072,124109,F,12462.82,1996-02-16,1-URGENT,Clerk#000000552,0,Quick fox
45073,115179,P,40926.55,1993-05-24,3-MEDIUM,Clerk#000000395,0,Standard order
45074,74046,F,7051.09,1992-09-21,3-MEDIUM,Clerk#000000202,0,Standard order
45075,95403,P,2460.47,1994-09-06,2-HIGH,Clerk#000000083,0,Check address
45076,78042,O,41080.28,1997-08-08,1-URGENT,Clerk#000000538,0,Check address
45077,24467,O,41995.42,1995-10-24,2-HIGH,Clerk#000000942,0,Lorem ipsum
45078,107713,O,44351.91,1992-11-19,4-NOT SPECIFIED,Clerk#000000349,0,Lazy dog
45079,123213,F,32967.55,1996-06-16,1-URGENT,Clerk#000000717,0,Lorem ipsum
45080,38868,P,31334.64,1992-08-10,4-NOT SPECIFIED,Clerk#000000090,0,Standard order
45081,114362,F,9442.09,1997-04-05,3-MEDIUM,Clerk#000000215,0,Check address
45082,100568,F,10810.92,1992-04-07,2-HIGH,Clerk#000000740,0,Lorem ipsum
45083,99371,F,28750.74,1994-10-29,1-URGENT,Clerk#000000441,0,Quick fox
45084,54897,P,32599.45,1996-07-04,2-HIGH,Clerk#000000520,0,Quick fox
45085,2791,P,38829.76,1995-01-07,3-MEDIUM,Clerk#000000012,0,Quick fox
45086,105384,F,28937.58,1996-03-03,3-MEDIUM,Clerk#000000667,0,Quick fox
45087,44450,O,43718.43,1995-11-19,3-MEDIUM,Clerk#000000563,0,Quick fox
45088,83594,P,9799.94,1993-02-16,2-HIGH,Clerk#000000796,0,Lazy dog
45089,110465,O,35642.09,1998-09-11,3-MEDIUM,Clerk#000000586,0,Standard order
45090,88563,F,13103.46,1992-09-23,3-MEDIUM,Clerk#000000207,0,Quick fox
45091,98653,F,23394.64,1998-02-11,3-MEDIUM,Clerk#000000461,0,Lazy dog
45092,63721,O,27869.31,1998-10-08,2-HIGH,Clerk#000000291,0,Lazy dog
45093,20518,O,15094.32,1997-08-04,1-URGENT,Clerk#000000327,0,Lorem ipsum
45094,82132,F,13532.95,1992-03-19,3-MEDIUM,Clerk#000000759,0,Check address
45095,79498,O,46146.89,1994-10-05,3-MEDIUM,Clerk#000000742,0,Lazy dog
45096,62431,F,48182.0,1997-03-20,3-MEDIUM,Clerk#000000870,0,Standard order
45097,130330,F,22610.25,1997-04-24,4-NOT SPECIFIED,Clerk#000000813,0,Lorem ipsum
45098,29457,F,1603.72,1994-11-26,3-MEDIUM,Clerk#000000468,0,Standard order
45099,118789,P,40234.11,1996-07-21,1-URGENT,Clerk#000000783,0,Deliver ASAP
45100,65347,P,25486.8,1998-11-27,1-URGENT,Clerk#000000064,0,Lorem ipsum
45101,13931,O,43602.88,1995-10-02,2-HIGH,Clerk#000000122,0,Deliver ASAP
45102,32916,F,10054.44,1998-03-11,1-URGENT,Clerk#000000776,0,Standard order
45103,28041,F,14545.28,1993-07-20,1-URGENT,Clerk#000000173,0,Check address
45104,145035,O,24535.2,1992-09-15,1-URGENT,Clerk#000000725,0,Deliver ASAP
45105,73391,P,30286.04,1997-01-24,4-NOT SPECIFIED,Clerk#000000271,0,Check address
45106,122872,O,29903.85,1998-06-28,1-URGENT,Clerk#000000726,0,Standard order
45107,60666,P,35472.05,1995-02-03,2-HIGH,Clerk#000000296,0,Quick fox
45108,121833,P,19093.13,1993-02-07,2-HIGH,Clerk#000000025,0,Check address
45109,61325,O,27943.59,1992-02-07,4-NOT SPECIFIED,Clerk#000000415,0,Check address
45110,94856,O,17640.56,1998-09-30,1-URGENT,Clerk#000000417,0,Standard order
45111,116159,P,43179.84,1992-12-07,3-MEDIUM,Clerk#000000147,0,Check address
45112,133670,F,12777.37,1995-05-31,3-MEDIUM,Clerk#000000226,0,Lazy dog
45113,60698,O,22870.0,1996-09-13,4-NOT SPECIFIED,Clerk#000000185,0,Lazy dog
45114,1303,F,38089.05,1997-02-28,3-MEDIUM,Clerk#000000178,0,Check address
45115,77791,F,24439.66,1996-06-29,2-HIGH,Clerk#000000097,0,Check address
45116,7485,O,406.07,1993-12-03,1-URGENT,Clerk#000000098,0,Standard order
45117,118958,P,1360.69,1994-03-06,3-MEDIUM,Clerk#000000716,0,Lorem ipsum
45118,58628,P,46289.99,1997-08-01,1-URGENT,Clerk#000000200,0,Lazy dog
45119,134429,O,35763.94,1997-11-19,3-MEDIUM,Clerk#000000307,0,Check address
45120,17452,O,28668.78,1995-10-28,1-URGENT,Clerk#000000986,0,Lorem ipsum
45121,3075,F,37119.14,1995-04-05,2-HIGH,Clerk#000000523,0,Lorem ipsum
45122,51643,F,12584.45,1992-11-18,4-NOT SPECIFIED,Clerk#000000107,0,Lazy dog
45123,118453,O,29079.11,1992-12-30,3-MEDIUM,Clerk#000000685,0,Lorem ipsum
45124,120710,F,6485.27,1994-07-18,1-URGENT,Clerk#000000451,0,Deliver ASAP
45125,27655,F,41288.77,1998-11-28,3-MEDIUM,Clerk#000000969,0,Standard order
45126,14190,F,35182.44,1992-07-01,3-MEDIUM,Clerk#000000321,0,Lazy dog
45127,55108,O,46079.73,1992-05-20,3-MEDIUM,Clerk#000000620,0,Standard order
45128,56021,P,36487.14,1994-12-09,3-MEDIUM,Clerk#000000291,0,Standard order
45129,2561,F,44142.1,1993-10-23,2-HIGH,Clerk#000000705,0,Check address
45130,24653,P,13634.96,1992-12-08,4-NOT SPECIFIED,Clerk#000000097,0,Standard order
45131,52267,F,12235.06,1996-07-31,1-URGENT,Clerk#000000723,0,Quick fox
45132,126109,O,28632.44,1996-02-24,3-MEDIUM,Clerk#000000142,0,Check address
45133,63319,P,17498.68,1993-02-02,2-HIGH,Clerk#000000294,0,Quick fox
45134,120393,O,33586.0,1997-04-19,3-MEDIUM,Clerk#000000041,0,Lorem ipsum
45135,66549,O,48713.89,1994-05-13,3-MEDIUM,Clerk#000000212,0,Standard order
45136,102590,P,5263.9,1995-09-14,1-URGENT,Clerk#000000749,0,Standard order
45137,113281,O,41529.39,1994-10-17,4-NOT SPECIFIED,Clerk#000000515,0,Deliver ASAP
45138,133398,P,17383.12,1993-08-18,1-URGENT,Clerk#000000551,0,Lorem ipsum
45139,56110,P,28275.48,1997-01-04,4-NOT SPECIFIED,Clerk#000000339,0,Lazy dog
45140,91838,O,3527.71,1998-09-04,4-NOT SPECIFIED,Clerk#000000571,0,Check address
45141,97943,O,4528.97,1993-03-28,1-URGENT,Clerk#000000972,0,Lorem ipsum
45142,149811,O,45725.44,1992-09-05,2-HIGH,Clerk#000000640,0,Quick fox
45143,55846,O,9408.48,1994-04-16,1-URGENT,Clerk#000000334,0,Standard order
45144,76956,F,23468.79,1992-12-06,2-HIGH,Clerk#000000058,0,Deliver ASAP
45145,84315,F,27401.31,1997-12-01,2-HIGH,Clerk#000000818,0,Standard order
45146,102826,F,22334.04,1996-05-07,2-HIGH,Clerk#000000095,0,Check address
45147,147498,P,29387.91,1997-08-08,2-HIGH,Clerk#000000007,0,Check address
45148,94846,P,37635.4,1998-05-12,3-MEDIUM,Clerk#000000397,0,Deliver ASAP
45149,149305,F,22677.76,1995-06-24,2-HIGH,Clerk#000000867,0,Check address
45150,69728,P,18546.13,1995-12-17,2-HIGH,Clerk#000000543,0,Quick fox
45151,56583,O,12938.34,1997-04-30,3-MEDIUM,Clerk#000000365,0,Lorem ipsum
45152,144097,P,4606.98,1994-09-04,4-NOT SPECIFIED,Clerk#000000623,0,Quick fox
45153,56046,O,25584.8,1992-05-15,2-HIGH,Clerk#000000693,0,Lorem ipsum
45154,144672,F,1433.37,1993-10-22,1-URGENT,Clerk#000000740,0,Lazy dog
45155,89000,O,47136.95,1996-10-09,3-MEDIUM,Clerk#000000394,0,Quick fox
45156,21756,F,1981.53,1994-09-18,2-HIGH,Clerk#000000168,0,Lorem ipsum
45157,136525,F,18415.88,1992-04-23,4-NOT SPECIFIED,Clerk#000000893,0,Standard order
45158,73130,P,13495.5,1993-09-30,4-NOT SPECIFIED,Clerk#000000247,0,Check address
45159,98816,O,507.76,1996-10-25,2-HIGH,Clerk#000000763,0,Lazy dog
45160,86045,F,30700.94,1992-10-30,4-NOT SPECIFIED,Clerk#000000619,0,Standard order
45161,77540,O,7216.83,1993-05-19,2-HIGH,Clerk#000000338,0,Lazy dog
45162,102942,F,40481.54,1993-03-06,1-URGENT,Clerk#000000005,0,Standard order
45163,127603,P,28701.82,1996-07-20,1-URGENT,Clerk#000000244,0,Lazy dog
45164,112604,O,48984.46,1993-03-10,1-URGENT,Clerk#000000578,0,Quick fox
45165,12216,P,40233.03,1996-01-31,2-HIGH,Clerk#000000693,0,Lazy dog
45166,29860,P,21827.99,1992-04-02,4-NOT SPECIFIED,Clerk#000000653,0,Quick fox
45167,60586,F,45865.9,1993-04-05,4-NOT SPECIFIED,Clerk#000000231,0,Quick fox
45168,70656,O,49305.0,1995-10-30,3-MEDIUM,Clerk#000000683,0,Lazy dog
45169,118020,P,29294.96,1994-07-22,2-HIGH,Clerk#000000685,0,Quick fox
45170,35077,O,28955.79,1994-11-30,3-MEDIUM,Clerk#000000460,0,Lazy dog
45171,122699,F,10259.28,1992-06-30,2-HIGH,Clerk#000000943,0,Deliver ASAP
45172,81538,O,40327.25,1994-01-10,4-NOT SPECIFIED,Clerk#000000374,0,Lorem ipsum
45173,70656,F,46333.72,1994-01-14,3-MEDIUM,Clerk#000000250,0,Lorem ipsum
45174,66102,F,17586.03,1995-11-15,2-HIGH,Clerk#000000312,0,Lorem ipsum
45175,40408,O,14126.36,1997-01-04,2-HIGH,Clerk#000000898,0,Deliver ASAP
45176,143163,F,44898.75,1994-02-18,4-NOT SPECIFIED,Clerk#000000793,0,Quick fox
